,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cos Zenith,Precipitable Water,ts_Year_sin,ts_Year_cos,ts_Day_sin,ts_Day_cos
2019-01-01 05:00:00,0.3394163568335884,1.1910352354869929,4.829856382401459,-0.9770083787377244,4.0,0.0056052088466675715,0.9999842906935015,0.965925826288469,0.25881904510475745
2019-01-01 05:30:00,0.40342159262635846,1.1858963056833431,4.948829965194193,-0.9875514497047189,3.9,0.005963594038078312,0.9999822176149677,0.991444861372214,0.13052619223217743
2019-01-01 06:00:00,0.4267950220310084,0.7731718704250738,4.882848556119512,-0.9847470783667128,3.8,0.006321978463499729,0.9999800160944752,0.9999999999999999,7.593438794004245e-12
2019-01-01 06:30:00,0.42322854590049985,0.18618698719075155,4.640408873042276,-0.9686265509495201,3.7,0.006680362076899409,0.9999776861323064,0.9914448613741963,-0.13052619221712047
2019-01-01 07:00:00,0.39813310548863257,-0.42768354166855715,4.257392457842315,-0.939513410654785,3.5,0.007038744832245038,0.9999752277287606,0.9659258262923998,-0.258819045090088
2019-01-01 07:30:00,0.3487420031104591,-1.0509055994408527,3.814957615642612,-0.8977971010607901,3.4,0.007397126683504416,0.9999726408841534,0.9238795325144378,-0.3826834323574823
2019-01-01 08:00:00,0.3061853710853839,-1.3196076672414279,3.3712140835648654,-0.8443279255020151,3.3,0.0077555075846454545,0.9999699255988175,0.8660254037862373,-0.49999999999688466
2019-01-01 08:30:00,0.2660127676325317,-1.1897008151241266,3.0275364954449913,-0.7798844830928817,3.2,0.008113887489636191,0.9999670818731012,0.7933533402906022,-0.6087614290095456
2019-01-01 09:00:00,0.2299615105236157,-0.5914896860955992,2.893132091702256,-0.7056242704317207,3.1,0.008472266352444791,0.9999641097073699,0.7071067811928232,-0.7071067811802719
2019-01-01 09:30:00,0.19555955729050822,0.5318627245820267,3.052811789507331,-0.6229243239586377,3.1,0.008830644127039553,0.9999610091020057,0.608761429012083,-0.7933533402886551
2019-01-01 10:00:00,0.16055298685930808,2.2878328329304622,3.5290186436342594,-0.5330239565223784,3.1,0.009189020767388914,0.9999577800574064,0.4999999999996545,-0.8660254037846381
2019-01-01 10:30:00,0.1167986005114372,4.852644025777693,4.1982670211137645,-0.4375866341990187,3.1,0.009547396227461457,0.9999544225739869,0.38268343237388136,-0.9238795325076452
2019-01-01 11:00:00,0.040016043045099536,8.61098820713579,4.518524920222262,-0.33808097905879736,3.1,0.00990577046122592,0.9999509366521786,0.2588190451072334,-0.9659258262878055
2019-01-01 11:30:00,-0.4674835609291179,11.396663104075174,3.2688432828069267,-0.2363294116939377,3.2,0.010264143422651193,0.9999473222924291,0.1305261922202914,-0.9914448613737787
2019-01-01 12:00:00,-2.1488704151423192,5.472712148091148,-0.4445544797762011,-0.13415914257335715,3.2,0.010622515065706334,0.9999435794952027,1.0156782945598765e-11,-1.0
2019-01-01 12:30:00,-0.23500824826341926,25.75368608977402,3.3854729434300452,-0.03315517838852638,3.2,0.010980885344360565,0.99993970826098,-0.13052619221457906,-0.9914448613745308
2019-01-01 13:00:00,24.867494322084173,227.69872888679197,42.74469214635525,0.0681894183840427,3.2,0.011339254212583295,0.9999357085902585,-0.2588190451016681,-0.9659258262892968
2019-01-01 13:30:00,49.922922851531084,436.3510786024556,123.38876027796866,0.15988118769183493,3.2,0.011697621624344096,0.9999315804835516,-0.38268343235511404,-0.923879532515419
2019-01-01 14:00:00,63.591663613111876,560.5217492010531,209.80372105265383,0.24649160343733584,3.2,0.012055987533612741,0.99992732394139,-0.4999999999946647,-0.8660254037875189
2019-01-01 14:30:00,73.26580186757083,652.3366039536634,293.3976469753413,0.32556815445715676,3.2,0.012414351894359195,0.9999229389643198,-0.608761429007512,-0.7933533402921626
2019-01-01 15:00:00,80.32795651604143,718.4182787423822,370.44764007390415,0.3958660767255936,3.2,0.012772714660553616,0.9999184255529048,-0.7071067811784593,-0.7071067811946357
2019-01-01 15:30:00,85.62137243193928,763.666886495666,437.1477054521316,0.45570027173921973,3.2,0.01313107578622321,0.9999137837077237,-0.7933533402870948,-0.6087614290141166
2019-01-01 16:00:00,89.79736775187044,793.5025424938163,491.46089417230303,0.5045276238150193,3.2,0.013489435225224874,0.9999090134293742,-0.8660254037833565,-0.5000000000018744
2019-01-01 16:30:00,93.21690276978592,811.7745918811519,532.2850451985533,0.5411212521268758,3.3,0.013847792931586242,0.9999041147184682,-0.9238795325066643,-0.3826834323762495
2019-01-01 17:00:00,96.06288184149022,819.5160257146788,558.2539448962676,0.5648229853482535,3.3,0.014206148859278329,0.9998990875756353,-0.9659258262871421,-0.25881904510970943
2019-01-01 17:30:00,98.21489813066754,819.9874398160634,569.1882832194705,0.5755762881253269,3.3,0.014564502962272378,0.9998939320015208,-0.9914448613734441,-0.13052619222283282
2019-01-01 18:00:00,99.53015483121695,813.413314990204,564.5190730614876,0.572861373027709,3.4,0.014922855194539866,0.999888647996787,-1.0,-1.2720127097193284e-11
2019-01-01 18:30:00,99.85295918793909,798.6884946079163,543.7191663263725,0.5568756164881881,3.4,0.015281205510052515,0.9998832355621128,-0.9914448613748654,0.13052619221203765
2019-01-01 19:00:00,98.87298568387749,776.9839929996447,507.7122832084858,0.527993741769315,3.5,0.01563955386278229,0.9998776946981931,-0.96592582628996,0.2588190450991921
2019-01-01 19:30:00,96.40514109590285,745.5441086830552,457.23007901307324,0.4863353804234905,3.5,0.01599790020670141,0.9998720254057398,-0.9238795325163998,0.38268343235274593
2019-01-01 20:00:00,92.11403890686691,703.3510688911184,394.36551997612344,0.43302990852511425,3.6,0.01635624449578234,0.9998662276854811,-0.8660254037888006,0.4999999999924448
2019-01-01 20:30:00,85.66289968405115,645.2497771440485,321.11395774160326,0.3689357954595824,3.6,0.01671458668399783,0.9998603015381614,-0.7933533402937231,0.6087614290054782
2019-01-01 21:00:00,76.21155617037898,566.2090888311434,240.25359076306776,0.2948742999179788,3.6,0.017072926725320885,0.9998542469645423,-0.7071067811861586,0.7071067811869365
2019-01-01 21:30:00,61.85526233390915,454.0563569656341,154.91370285288235,0.2125187772301297,3.7,0.017431264573724792,0.9998480639654009,-0.6087614290161503,0.7933533402855343
2019-01-01 22:00:00,38.48715202992253,272.9952466841354,72.39868674645459,0.12360147674049261,3.7,0.01778960018318311,0.9998417525415322,-0.5000000000040944,0.8660254037820748
2019-01-01 22:30:00,8.608298918796393,34.4232150569336,12.774014128456088,0.031410759078128174,3.7,0.018147933507669703,0.9998353126937461,-0.38268343236517366,0.9238795325112519
2019-01-01 23:00:00,-1.755716168738573,-24.496092859606392,-1.7003498475172876,-0.07341226022431997,3.7,0.01850626450115871,0.9998287444228702,-0.25881904511218545,0.9659258262864786
2019-01-01 23:30:00,-0.40849511720404763,-4.993920421338544,0.9640255480543374,-0.1750230589752759,3.7,0.018864593117624583,0.9998220477297481,-0.13052619222537423,0.9914448613731097
2019-01-02 00:00:00,0.02891863877635359,-3.1765257657665416,1.7191396076807735,-0.2773146533023776,3.7,0.01922291931104207,0.9998152226152396,-7.315560204209505e-13,1.0
2019-01-02 00:30:00,-0.109045056430908,-4.8690201660685375,1.885343222191267,-0.378163953595573,3.7,0.019581243035386237,0.9998082690802218,0.13052619220949624,0.9914448613752
2019-01-02 01:00:00,-0.27540662649278147,-5.785822887428878,2.164816875548439,-0.4762382036679392,3.7,0.019939564244632463,0.9998011871255875,0.2588190450967161,0.9659258262906237
2019-01-02 01:30:00,-0.3432538601772066,-5.689771216635847,2.502400266027337,-0.5697099189888188,3.7,0.020297882892756452,0.9997939767522467,0.3826834323638219,0.923879532511812
2019-01-02 02:00:00,-0.31883957078596836,-4.945133671443216,2.831486938641376,-0.6569805908310035,3.7,0.02065619893373424,0.9997866379611252,0.49999999999022493,0.8660254037900823
2019-01-02 02:30:00,-0.23231043101877447,-3.88977834481949,3.1565889435670726,-0.7364513976299024,3.7,0.021014512321542188,0.9997791707531658,0.6087614290034447,0.7933533402952836
2019-01-02 03:00:00,-0.11116504331535282,-2.7654554924622516,3.497004573334266,-0.8068572197188076,3.7,0.021372823010157006,0.9997715751293275,0.7071067811851239,0.7071067811879711
2019-01-02 03:30:00,0.023649285094265338,-1.73019271970594,3.8529682201598803,-0.866983738254964,3.6,0.021731130953555753,0.999763851090586,0.7933533402839738,0.6087614290181839
2019-01-02 04:00:00,0.1485333500289201,-1.0943769755908193,4.1875240445030215,-0.9158729271766096,3.6,0.022089436105715832,0.9997559986379334,0.8660254037807931,0.5000000000063143
2019-01-02 04:30:00,0.2688636525222563,-0.5494739724651367,4.467837603304304,-0.9525552956573243,3.6,0.02244773842061501,0.9997480177723784,0.9238795325102711,0.3826834323675418
2019-01-02 05:00:00,0.36489829304930055,-0.24453473012658833,4.657128851185519,-0.9765221267980673,3.5,0.022806037852231422,0.9997399084949458,0.9659258262858152,0.2588190451146614
2019-01-02 05:30:00,0.42147209467314184,-0.37025103862720243,4.730630343887725,-0.9872754118385366,3.5,0.023164334354600392,0.999731670806676,0.9914448613727752,0.13052619222791567
2019-01-02 06:00:00,0.4589354008079738,-0.5784769453911167,4.654023154310778,-0.9846558414224507,3.5,0.023522627881587137,0.99972330470863,0.9999999999999999,3.294900172015469e-12
2019-01-02 06:30:00,0.4665313826953721,-0.9034646306116088,4.4322685843804095,-0.9687565433705924,3.5,0.02388091838722775,0.9997148102018808,0.9914448613755346,-0.13052619220695483
2019-01-02 07:00:00,0.4478839168327511,-1.2664539297876445,4.09904098260003,-0.9398119510863198,3.4,0.02423920582550188,0.9997061872875195,0.9659258262912872,-0.2588190450942401
2019-01-02 07:30:00,0.40058601450113684,-1.6797297523639259,3.7219429708783593,-0.8982578042610881,3.4,0.02459749015038956,0.9996974359666536,0.9238795325127929,-0.38268343236145363
2019-01-02 08:00:00,0.35557647346355736,-1.7889926632958577,3.3430870175294842,-0.8448885789524799,3.4,0.024955771315871234,0.9996885562404074,0.8660254037840879,-0.5000000000006073
2019-01-02 08:30:00,0.3096523532465838,-1.553660555979775,3.06150383421965,-0.780648610646898,3.4,0.02531404927592775,0.999679548109921,0.7933533402968439,-0.608761429001411
2019-01-02 09:00:00,0.2672449621754751,-0.9038616294805593,2.99226046679226,-0.7064894449438369,3.4,0.025672323984540377,0.999670411576352,0.7071067811897837,-0.7071067811833114
2019-01-02 09:30:00,0.22968216207133452,0.21201396916518433,3.2350517381949544,-0.6237431861536947,3.3,0.026030595395690782,0.9996611466408735,0.6087614290086727,-0.7933533402912719
2019-01-02 10:00:00,0.18753115930574182,1.8208077745969717,3.831443201568902,-0.5339096981012503,3.3,0.026388863463361056,0.9996517533046756,0.5000000000085342,-0.8660254037795115
2019-01-02 10:30:00,0.14740447614640573,4.2110717980628465,4.6258374902211585,-0.4385280092655592,3.3,0.02674712814153374,0.999642231568965,0.3826834323699101,-0.9238795325092901
2019-01-02 11:00:00,0.06921752303640716,7.687193894583345,5.080167737431651,-0.33906632894726657,3.3,0.0271053893841918,0.9996325814349646,0.25881904510308135,-0.9659258262889181
2019-01-02 11:30:00,-0.41907591817062695,10.20072606685801,3.972586381549263,-0.23734681550677877,3.3,0.02746364714531863,0.999622802903914,0.13052619223045708,-0.9914448613724405
2019-01-02 12:00:00,-2.0133290154185417,4.2634756487641425,0.3732008998332219,-0.13502386694249935,3.4,0.027821901378898093,0.9996128959770691,5.858244323609988e-12,-1.0
2019-01-02 12:30:00,-0.3168879583111206,19.313570437677697,3.9527802392160254,-0.03385291813124963,3.4,0.028180152038914493,0.9996028606557025,-0.13052619221884082,-0.9914448613739698
2019-01-02 13:00:00,24.519736112521848,210.76322030275986,41.89644624585608,0.06766702901737061,3.4,0.028538399079352593,0.9995926969411029,-0.2588190450917641,-0.9659258262919506
2019-01-02 13:30:00,50.72670018933404,420.1333274318643,121.78310522738533,0.1593643024595437,3.3,0.028896642454197624,0.999582404834576,-0.3826834323590855,-0.9238795325137737
2019-01-02 14:00:00,65.09356047667872,546.6200398070538,208.3469343588682,0.24615329302899316,3.3,0.02925488211743529,0.9995719843374438,-0.4999999999983874,-0.8660254037853696
2019-01-02 14:30:00,75.20448395310044,640.2688087792828,291.837556795101,0.32556815445715676,3.3,0.029613118023051766,0.9995614354510447,-0.6087614289993774,-0.7933533402984045
2019-01-02 15:00:00,82.5197876130512,708.0547114904302,368.8768215665667,0.3958660767255936,3.2,0.029971350125033717,0.9995507581767334,-0.7071067811814988,-0.7071067811915962
2019-01-02 15:30:00,87.84754616846969,756.0126600803515,436.1647035595643,0.456010959101624,3.2,0.03032957837736828,0.9995399525158817,-0.7933533402897115,-0.6087614290107063
2019-01-02 16:00:00,91.95919950378888,787.505433468482,490.98236292869126,0.5049796274879628,3.2,0.030687802734043104,0.9995290184698774,-0.8660254037782298,-0.5000000000107541
2019-01-02 16:30:00,95.25019596674326,806.9426304251986,532.2934051876249,0.5418549085794403,3.2,0.031046023149046337,0.9995179560401248,-0.9238795325083092,-0.38268343237227825
2019-01-02 17:00:00,97.87204573913021,816.8485462032227,559.2120035504133,0.565830750324075,3.2,0.03140423957636663,0.9995067652280448,-0.9659258262882546,-0.25881904510555737
2019-01-02 17:30:00,99.79329341988452,818.6739470026517,570.9603079123847,0.5767175184245725,3.2,0.03176245196999314,0.9994954460350752,-0.991444861372106,-0.1305261922329985
2019-01-02 18:00:00,100.87741797635385,813.1641320334601,567.0059354180803,0.5742910628709756,3.2,0.03212066028391554,0.9994839984626693,-1.0,-8.421588475204506e-12
2019-01-02 18:30:00,100.92613175440252,800.4844733800576,547.2089929793437,0.5584692188745206,3.2,0.03247886447212405,0.999472422512298,-0.9914448613743044,0.1305261922162994
2019-01-02 19:00:00,99.71313572084404,780.1732613578565,511.9583177514294,0.5297712438478924,3.2,0.032837064488609395,0.9994607181854477,-0.9659258262888475,0.2588190451033442
2019-01-02 19:30:00,97.01184384065738,750.9644224627916,462.27312522442503,0.4883166531739534,3.2,0.03319526028741966,0.9994488854836201,-0.9238795325147549,0.38268343235671726
2019-01-02 20:00:00,92.57080041318619,710.4991658595077,399.78972699762426,0.4352310993723275,3.2,0.03355345182243303,0.9994369244083389,-0.8660254037866514,0.4999999999961675
2019-01-02 20:30:00,86.03017019167083,654.9005990932801,326.6637989913955,0.37104371023705096,3.2,0.03391163904769868,0.9994248349611383,-0.7933533402911064,0.6087614290088885
2019-01-02 21:00:00,76.61644496512415,578.031318149586,245.35480653038837,0.29720823235415084,3.1,0.03426982191720952,0.9994126171435714,-0.7071067811934088,0.7071067811796863
2019-01-02 21:30:00,62.420943906453395,468.5150557727694,159.01919972907268,0.2149057853652905,3.1,0.03462800038495902,0.9994002709572073,-0.60876142901274,0.793353340288151
2019-01-02 22:00:00,39.361300304208264,289.50676323306624,74.69201926257605,0.1260258296889086,3.0,0.03498617440494123,0.9993877964036318,-0.5000000000003717,0.866025403784224
2019-01-02 22:30:00,9.279534982719255,43.261953764236466,12.749285749566639,0.033678484729113486,2.9,0.03534434393115074,0.9993751934844474,-0.38268343237464647,0.9238795325073282
2019-01-02 23:00:00,-1.3721975305929988,-23.477636372302243,-2.2078871279780685,-0.07097517578315986,2.9,0.035702508917582754,0.9993624622012726,-0.2588190451080334,0.9659258262875912
2019-01-02 23:30:00,-0.056236718876192526,-4.6537365016343415,0.8061623899307335,-0.1726167943748066,2.9,0.036060669318233034,0.9993496025557427,-0.13052619222111247,0.9914448613736707
2019-01-03 00:00:00,0.25948060587847976,-3.5608427264022566,1.5363722765049772,-0.2749662014376659,2.7,0.036418825087097935,0.9993366145495098,-1.0984932626799026e-11,1.0
2019-01-03 00:30:00,0.040184417454696586,-6.254832940107121,1.5133432411885224,-0.3760625476577363,2.6,0.036776976178174416,0.9993234981842416,0.130526192213758,0.9914448613746388
2019-01-03 01:00:00,-0.20320079161452043,-7.8828811906829515,1.5290865850944328,-0.4742418741136394,2.6,0.037135122545460024,0.9993102534616233,0.2588190451008682,0.9659258262895111
2019-01-03 01:30:00,-0.34725275240508324,-8.106215109959692,1.6037209735119404,-0.567843745053101,2.5,0.03749326414295293,0.9992968803833557,0.382683432354349,0.9238795325157357
2019-01-03 02:00:00,-0.38514464794615577,-7.718369270488893,1.705974578161431,-0.6551364878997903,2.4,0.037851400924651904,0.9992833789511568,0.4999999999939475,0.866025403787933
2019-01-03 02:30:00,-0.34647210741514556,-6.965284471584653,1.8342652515783868,-0.7347962227662369,2.4,0.03820953284455634,0.9992697491667607,0.6087614290068549,0.7933533402926668
2019-01-03 03:00:00,-0.25902073508630963,-5.86912648343008,2.0142198761506336,-0.8054113464801032,2.4,0.03856765985666624,0.9992559910319179,0.7071067811778737,0.7071067811952213
2019-01-03 03:30:00,-0.14808113261900502,-4.761852526944892,2.271953651384621,-0.8658508181014991,2.3,0.03892578191498227,0.9992421045483958,0.7933533402865907,0.6087614290147736
2019-01-03 04:00:00,-0.03377404195980205,-3.9986442568825282,2.6019974255512466,-0.9148892219735268,2.3,0.039283898973505704,0.9992280897179778,0.8660254037829423,0.5000000000025916
2019-01-03 04:30:00,0.08481511607068626,-3.3124537673962777,2.932744376368788,-0.9518087473625677,2.3,0.03964201098623847,0.9992139465424644,0.9238795325063472,0.3826834323770147
2019-01-03 05:00:00,0.18758855967264765,-2.8564123444370466,3.2273167950352217,-0.9759928488370192,2.3,0.04000011790718314,0.9991996750236718,0.9659258262869276,0.25881904511050935
2019-01-03 05:30:00,0.26769651172847375,-2.6537444218384394,3.448973701541888,-0.9869682966573812,2.3,0.04035821969034294,0.9991852751634334,0.9914448613733362,0.1305261922236539
2019-01-03 06:00:00,0.32154188257865,-2.6804315680288937,3.564861120144627,-0.9845643345292053,2.3,0.04071631628972177,0.9991707469635984,0.9999999999999999,-1.0036384499733073e-12
2019-01-03 06:30:00,0.34839760090901706,-2.876372565348106,3.5598607528494597,-0.9688430574367815,2.3,0.041074407659324165,0.9991560904260333,0.9914448613749736,-0.13052619221121659
2019-01-03 07:00:00,0.3501157852251069,-3.1526837781368613,3.4422739906737263,-0.9400502681329096,2.3,0.04143249375315536,0.9991413055526204,0.9659258262901745,-0.25881904509839215
2019-01-03 07:30:00,0.3302935251864554,-3.4018446793880344,3.2453845284260012,-0.8987175224115672,2.4,0.04179057452522125,0.9991263923452588,0.923879532511148,-0.3826834323654249
2019-01-03 08:00:00,0.3006787625534102,-3.391324209360903,3.0003665309621965,-0.8454483058790253,2.5,0.04214864992952844,0.9991113508058638,0.8660254037892146,-0.49999999999172756
2019-01-03 08:30:00,0.25307089824049456,-3.122952973951101,2.814766960498133,-0.78130264974832,2.6,0.04250671992008418,0.9990961809363679,0.7933533402942272,-0.6087614290048212
2019-01-03 09:00:00,0.19144969101994036,-2.5456283965278885,2.7999221200905424,-0.7072301838310174,2.7,0.04286478445089646,0.9990808827387191,0.7071067811867441,-0.707106781186351
2019-01-03 09:30:00,0.1219531534597067,-1.615945267419363,3.05177655721576,-0.6245613643378697,2.9,0.04322284347597395,0.9990654562148827,0.6087614290168072,-0.7933533402850301
2019-01-03 10:00:00,0.059023217873672706,-0.24032213101719435,3.6189666568932637,-0.534794854182675,3.0,0.04358089694938281,0.9990499013668372,0.5000000000048115,-0.8660254037816606
2019-01-03 10:30:00,0.01937104441410753,1.6371516867224614,4.437815866848496,-0.43931212117750995,3.1,0.04393894482501956,0.999034218196586,0.38268343236593866,-0.923879532510935
2019-01-03 11:00:00,0.018027875828472872,4.184671373277695,5.016842773482551,-0.3398871698650419,3.2,0.0442969870569518,0.9990184067061408,0.25881904511298537,-0.9659258262862643
2019-01-03 11:30:00,-0.32612559069207236,4.612172988658017,4.115174980200891,-0.23802494018426243,3.2,0.044655023599191074,0.9990024668975326,0.1305261922261953,-0.9914448613730016
2019-01-03 12:00:00,-1.7880555354541485,-5.912796359014521,0.22527987824571483,-0.1357155724343043,3.3,0.04501305440574963,0.9989863987728087,1.5597057016212116e-12,-1.0
2019-01-03 12:30:00,-0.1981916529290757,0.12674743431193747,1.9661499389887638,-0.03455064137447228,3.4,0.0453710794306405,0.9989702023340329,-0.13052619220867517,-0.9914448613753082
2019-01-03 13:00:00,25.60674025406437,186.1622259743801,36.956630273391085,0.06714462109939895,3.4,0.04572909862787739,0.9989538775832857,-0.2588190450959162,-0.965925826290838
2019-01-03 13:30:00,54.0246419771001,392.5304096143045,115.4769974895666,0.1590196880233643,3.4,0.04608711195147484,0.9989374245226634,-0.38268343236305674,-0.9238795325121288
2019-01-03 14:00:00,70.48934612026463,512.238338732818,201.1804704560073,0.2459841265748579,3.5,0.04644511935544808,0.9989208431542803,-0.4999999999895078,-0.8660254037904965
2019-01-03 14:30:00,82.51366299390217,600.8356169023109,283.9153391371882,0.32556815445715676,3.5,0.04680312079381311,0.9989041334802654,-0.6087614290027876,-0.7933533402957877
2019-01-03 15:00:00,91.36801781824607,667.0081603210338,360.61349975174943,0.396026345721194,3.5,0.04716111622058673,0.9988872955027652,-0.7071067811845384,-0.7071067811885567
2019-01-03 15:30:00,97.89420993413869,713.9227517723707,427.35059910025683,0.4564768859517414,3.5,0.04751910558978646,0.9988703292239423,-0.7933533402834696,-0.6087614290188409
2019-01-03 16:00:00,102.84014316223538,745.9499297490923,481.982326843279,0.5055820836746521,3.5,0.047877088855430655,0.998853234645976,-0.8660254037803791,-0.5000000000070315
2019-01-03 16:30:00,106.67045816588626,766.3785652145317,523.270203338103,0.542734751580542,3.5,0.0482350659715384,0.9988360117710621,-0.9238795325099541,-0.38268343236830693
2019-01-03 17:00:00,109.59274145866601,777.2842564775267,550.268514587343,0.5669814474660716,3.4,0.048593036892129605,0.9988186606014128,-0.9659258262893672,-0.2588190451014053
2019-01-03 17:30:00,111.5530787892842,781.1417180431657,562.6404975732796,0.5780000584624692,3.3,0.04895100157122497,0.9988011811392565,-0.991444861372667,-0.13052619222873674
2019-01-03 18:00:00,112.43110158833619,777.9788721652317,559.736749126136,0.5758617009854066,3.3,0.049308959962846,0.9987835733868387,-1.0,-4.12304985321573e-12
2019-01-03 18:30:00,112.09581073846613,766.5908713874487,540.9621864724163,0.5602053463545429,3.2,0.049666912021014975,0.9987658373464205,-0.9914448613737433,0.13052619222056117
2019-01-03 19:00:00,110.27037575015348,748.0585230750387,507.11325483267103,0.5315464220906084,3.2,0.05002485769975504,0.9987479730202806,-0.9659258262915015,0.25881904509344017
2019-01-03 19:30:00,106.77714248782017,719.6193767648957,458.70719923168025,0.4904475198591733,3.2,0.05038279695309012,0.9987299804107133,-0.9238795325131098,0.3826834323606885
2019-01-03 20:00:00,101.34421306680855,679.383784007299,397.3594605950854,0.4372727358219778,3.2,0.05074072973504498,0.9987118595200295,-0.8660254037845021,0.49999999999989014
2019-01-03 20:30:00,93.5699265063392,623.7564789340579,325.16019245227176,0.37331163579651483,3.2,0.051098655999645214,0.9986936103505569,-0.793353340297348,0.608761429000754
2019-01-03 21:00:00,82.61128953793812,547.2006947638777,244.5296995365574,0.29954039030903007,3.3,0.05145657570091726,0.9986752329046394,-0.7071067811903693,0.7071067811827259
2019-01-03 21:30:00,66.49084995492092,438.7156920878888,158.6664101435184,0.21746186986285468,3.3,0.051814488792888386,0.9986567271846376,-0.6087614290093297,0.7933533402907679
2019-01-03 22:00:00,41.187096914832416,267.75809274368737,75.27837092599015,0.1284494302003029,3.3,0.05217239522958672,0.9986380931929284,-0.5000000000092514,0.8660254037790973
2019-01-03 22:30:00,9.66399498688211,39.6737015427305,13.997170379985278,0.03594603700217499,3.3,0.05253029496504124,0.9986193309319051,-0.38268343237067515,0.9238795325089733
2019-01-03 23:00:00,-1.607990584465938,-20.71774434635182,-1.6588819577998208,-0.06836354402566862,3.4,0.05288818795328178,0.9986004404039777,-0.2588190451038813,0.9659258262887038
2019-01-03 23:30:00,-0.5069137863033077,-2.937201614268247,1.0719436312803907,-0.1702094991660325,3.4,0.05324607414833906,0.9985814216115727,-0.13052619223127815,0.9914448613723325
2019-01-04 00:00:00,-0.12527405350116538,-2.096115399413634,1.9078448750195776,-0.27261610788767254,3.3,0.0536039535043014,0.9985622745571298,-6.686394004810249e-12,1.0
2019-01-04 00:30:00,-0.2632683622374472,-4.512647514708306,2.0177943574593087,-0.3737973303273244,3.3,0.053961825975087745,0.9985429992431144,0.13052619221801975,0.9914448613740778
2019-01-04 01:00:00,-0.43055599155209023,-5.7314781533682435,2.1722588284369806,-0.47208925070547086,3.3,0.05431969151478821,0.9985235956719992,0.25881904509096415,0.9659258262921648
2019-01-04 01:30:00,-0.49961628632382826,-5.76945771183108,2.3730548276340357,-0.5658307503240748,3.2,0.05467755007743701,0.9985040638462767,0.38268343235832025,0.9238795325140908
2019-01-04 02:00:00,-0.4739851091541567,-5.308762579908091,2.5557440280708477,-0.6532884734771869,3.2,0.05503540161706927,0.9984844037684555,0.4999999999976702,0.8660254037857837
2019-01-04 02:30:00,-0.3842032819288761,-4.317390237663403,2.744488360779144,-0.7332553462225598,3.2,0.05539324608772103,0.9984646154410607,0.6087614289987203,0.7933533402989087
2019-01-04 03:00:00,-0.26060115852182264,-3.187178568750028,2.9797204831848205,-0.8040644439611346,3.1,0.055751083443429224,0.9984446988666342,0.7071067811809133,0.7071067811921818
2019-01-04 03:30:00,-0.12774226927817978,-2.3356601058391107,3.259623855606435,-0.864625765477535,3.2,0.056108913638231714,0.9984246540477342,0.7933533402892073,0.6087614290113633
2019-01-04 04:00:00,0.0191644030932423,-1.290362083895502,3.564470466449677,-0.913900054425756,3.2,0.05646673662616724,0.9984044809869349,0.8660254037778157,0.5000000000114713
2019-01-04 04:30:00,0.1428124467938261,-0.6068844200137278,3.8695124041404085,-0.9510565162951535,3.3,0.05682455236127554,0.9983841796868281,0.9238795325079923,0.38268343237304336
2019-01-04 05:00:00,0.25387833006832494,-0.02689112797145299,4.119823759170629,-0.9754192990235332,3.4,0.05718236079759722,0.9983637501500209,0.9659258262880402,0.2588190451063573
