Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag
2018,10,1,11,30,6,31,6,0,20,21,1012,93.86,90.11,4.4,55,2.6,100
2018,10,1,12,0,35,264,62,0,20,21.4,1013,91.66,84.2,4.4,53,3,100
2018,10,1,12,30,56,473,154,0,20,22.5,1013,85.73,77.99,4.3,57,3.4,100
2018,10,1,13,0,67,608,257,0,19.7,23.5,1013,79.47,71.83,4.3,62,3.8,100
2018,10,1,13,30,77,695,362,0,19.7,24.8,1013,73.53,65.8,4.2,64,4.1,100
2018,10,1,14,0,83,758,462,0,18.6,26,1013,63.83,59.96,4.1,67,4.3,100
2018,10,1,14,30,89,799,554,0,18.6,27,1013,60.19,54.39,4.1,67,4.3,100
2018,10,1,15,0,94,829,636,0,16.8,27.9,1013,50.91,49.2,4.1,66,4.3,100
2018,10,1,15,30,97,851,704,0,16.8,28.6,1013,48.89,44.53,4.1,66,4.3,100
2018,10,1,16,0,100,866,758,0,15.1,29.2,1013,42.47,40.57,4.1,66,4.2,14
2018,10,1,16,30,103,875,797,0,15.2,29.7,1013,41.27,37.54,4.1,66,4.2,0
2018,10,1,17,0,104,880,819,0,14.2,30.1,1012,37.89,35.7,4.1,66,4.1,0
2018,10,1,17,30,111,872,823,0,14.2,30.4,1012,37.25,35.23,4.2,67,4.1,0
2018,10,1,18,0,116,859,809,0,13.9,30.6,1012,36.08,36.19,4.2,68,4,0
2018,10,1,18,30,114,850,779,0,13.9,30.6,1011,36.04,38.47,4.3,68,4,0
2018,10,1,19,0,112,835,734,0,14,30.6,1011,36.4,41.84,4.3,69,3.9,0
2018,10,1,19,30,109,814,674,0,14,30.4,1011,36.82,46.08,4.4,70,3.8,0
2018,10,1,20,0,105,786,600,0,14.5,30.2,1011,38.46,50.95,4.5,70,3.7,0
2018,10,1,20,30,99,749,515,0,14.5,29.8,1011,39.35,56.29,4.5,70,3.6,0
2018,10,1,21,0,92,700,421,0,15.3,29.3,1010,42.66,61.96,4.5,69,3.5,0
2018,10,1,21,30,82,632,320,0,15.3,28.7,1011,44.2,67.88,4.6,68,3.2,0
2018,10,1,22,0,69,535,217,0,16.5,28.1,1011,49.27,73.96,4.6,68,2.8,0
2018,10,1,22,30,51,386,117,0,16.5,26.9,1011,52.84,80.16,4.6,65,2.2,0
2018,10,1,23,0,25,155,35,0,17.7,25.7,1011,61.36,86.35,4.6,62,1.5,0
2018,10,1,23,30,0,0,0,0,17.7,25.7,1011,61.36,92.91,4.6,62,1.5,0
2018,10,2,0,0,0,0,0,0,18,24.6,1011,66.51,99.28,4.6,59,1.5,0
2018,10,2,0,30,0,0,0,0,17.9,24.3,1011,67.71,105.64,4.6,60,1.5,0
2018,10,2,1,0,0,0,0,0,18.2,24,1011,70.11,111.96,4.6,60,1.6,0
2018,10,2,1,30,0,0,0,0,18.2,23.7,1011,71.38,118.19,4.6,61,1.6,0
2018,10,2,2,0,0,0,0,0,18.6,23.5,1011,73.88,124.28,4.6,62,1.7,0
2018,10,2,2,30,0,0,0,0,18.6,23.3,1011,74.77,130.17,4.6,64,1.7,0
2018,10,2,3,0,0,0,0,0,18.9,23,1011,77.93,135.76,4.6,66,1.7,0
2018,10,2,3,30,0,0,0,0,18.9,22.8,1011,78.87,140.89,4.6,68,1.7,0
2018,10,2,4,0,0,0,0,0,19.3,22.6,1011,81.71,145.37,4.6,70,1.7,0
2018,10,2,4,30,0,0,0,0,19.3,22.4,1011,82.71,148.89,4.6,71,1.7,0
2018,10,2,5,0,0,0,0,0,19.7,22.2,1011,85.74,151.1,4.5,72,1.6,0
2018,10,2,5,30,0,0,0,0,19.7,22.1,1011,86.26,151.67,4.5,71,1.6,0
2018,10,2,6,0,0,0,0,0,20,22,1011,88.53,150.52,4.5,71,1.6,0
2018,10,2,6,30,0,0,0,0,20,21.8,1011,89.61,147.84,4.4,68,1.7,0
2018,10,2,7,0,0,0,0,0,20.2,21.7,1011,91.2,143.96,4.4,66,1.7,0
2018,10,2,7,30,0,0,0,0,20.2,21.6,1011,91.75,139.23,4.4,64,1.7,0
2018,10,2,8,0,0,0,0,0,20.3,21.5,1011,92.62,133.93,4.3,61,1.8,0
2018,10,2,8,30,0,0,0,0,20.3,21.4,1011,93.19,128.23,4.3,60,1.9,0
2018,10,2,9,0,0,0,0,0,20.3,21.3,1011,93.81,122.27,4.3,58,1.9,0
2018,10,2,9,30,0,0,0,0,20.3,21.2,1011,94.39,116.13,4.2,56,2,0
2018,10,2,10,0,0,0,0,0,20.3,21.1,1011,94.96,109.87,4.2,54,2,0
2018,10,2,10,30,0,0,0,0,20.3,21,1011,95.55,103.54,4.2,53,2.1,0
2018,10,2,11,0,0,0,0,0,20.2,20.9,1011,95.9,97.18,4.1,51,2.1,0
2018,10,2,11,30,5,22,5,0,20.2,21.2,1012,94.25,90.22,4.1,49,2.4,0
2018,10,2,12,0,37,227,59,0,20.3,21.5,1012,92.73,84.34,4.1,47,2.7,0
2018,10,2,12,30,59,436,149,0,20.3,22.6,1012,86.74,78.14,4,52,2.8,0
2018,10,2,13,0,74,571,251,0,20.6,23.6,1012,83.29,71.99,4,57,2.9,0
2018,10,2,13,30,86,661,355,0,20.6,25,1012,76.61,65.97,4,63,3.1,0
2018,10,2,14,0,95,724,455,0,20.8,26.3,1012,71.58,60.15,4,69,3.2,0
2018,10,2,14,30,94,785,549,0,20.8,27.3,1012,67.51,54.6,4,67,3.1,0
2018,10,2,15,0,90,838,635,0,20.4,28.3,1012,62.24,49.44,4,65,3.1,0
2018,10,2,15,30,93,861,704,0,20.4,29,1012,59.77,44.8,4,63,3.1,0
2018,10,2,16,0,94,878,758,0,19.7,29.7,1011,55.03,40.87,4,61,3.1,0
2018,10,2,16,30,95,888,796,0,19.7,30.3,1011,53.18,37.88,4.1,61,3.1,0
2018,10,2,17,0,95,894,818,0,19,30.8,1011,49.58,36.07,4.1,61,3.1,0
2018,10,2,17,30,96,896,824,0,19,31.2,1010,48.42,35.62,4.1,61,3.1,0
2018,10,2,18,0,96,892,812,3,18.6,31.6,1010,45.95,36.59,4.1,61,3,0
2018,10,2,18,30,95,884,783,0,18.5,31.8,1009,45.39,38.86,4.2,62,3,0
2018,10,2,19,0,92,872,738,0,18.3,31.9,1009,44.34,42.22,4.2,62,2.9,0
2018,10,2,19,30,90,853,678,0,18.3,31.8,1009,44.59,46.43,4.2,65,2.9,0
2018,10,2,20,0,87,827,604,0,18.1,31.8,1008,44.16,51.29,4.3,67,2.9,0
2018,10,2,20,30,84,790,519,3,18.1,31.4,1008,45.17,56.61,4.3,70,2.8,0
2018,10,2,21,0,79,740,423,0,18,31,1008,46.04,62.27,4.3,73,2.8,0
2018,10,2,21,30,71,672,321,0,18,30.3,1008,47.91,68.17,4.4,76,2.6,0
2018,10,2,22,0,61,574,217,0,18.6,29.6,1008,51.54,74.25,4.4,80,2.4,0
2018,10,2,22,30,47,422,117,0,18.6,28.2,1008,55.88,80.43,4.4,84,1.8,0
2018,10,2,23,0,24,176,34,0,19.9,26.8,1009,65.92,86.62,4.4,89,1.2,0
2018,10,2,23,30,0,0,0,0,19.9,26.8,1009,65.92,93.18,4.4,89,1.2,0
2018,10,3,0,0,0,0,0,0,20.1,25.5,1009,72.03,99.55,4.4,96,1.1,0
2018,10,3,0,30,0,0,0,0,20.1,25.2,1009,73.33,105.92,4.4,98,1.1,0
2018,10,3,1,0,0,0,0,0,20.2,24.8,1009,75.67,112.24,4.4,99,1.2,0
2018,10,3,1,30,0,0,0,0,20.2,24.5,1009,77.03,118.47,4.4,100,1.1,0
2018,10,3,2,0,0,0,0,0,20.3,24.2,1009,78.89,124.58,4.4,101,1.1,0
2018,10,3,2,30,0,0,0,0,20.3,23.9,1009,80.32,130.48,4.3,101,1.1,0
2018,10,3,3,0,0,0,0,0,20.4,23.7,1009,81.53,136.08,4.3,101,1,0
2018,10,3,3,30,0,0,0,0,20.4,23.4,1009,83.01,141.24,4.3,101,1,0
2018,10,3,4,0,0,0,0,0,20.3,23.2,1009,84.01,145.74,4.3,101,1,0
2018,10,3,4,30,0,0,0,0,20.3,23,1009,85.03,149.28,4.3,101,1,0
2018,10,3,5,0,0,0,0,0,20.3,22.7,1009,86.44,151.49,4.3,102,1,0
2018,10,3,5,30,0,0,0,0,20.3,22.5,1009,87.49,152.05,4.3,104,1,0
2018,10,3,6,0,0,0,0,0,20.3,22.3,1009,88.44,150.88,4.3,105,0.9,0
2018,10,3,6,30,0,0,0,0,20.3,22.2,1009,88.98,148.15,4.3,106,0.9,0
2018,10,3,7,0,0,0,0,0,20.3,22,1009,90.05,144.23,4.4,107,0.9,0
2018,10,3,7,30,0,0,0,0,20.3,21.8,1009,91.15,139.46,4.4,107,0.9,0
2018,10,3,8,0,0,0,0,0,20.3,21.7,1009,91.72,134.13,4.4,107,0.9,0
2018,10,3,8,30,0,0,0,0,20.3,21.5,1009,92.84,128.41,4.4,106,0.8,0
2018,10,3,9,0,0,0,0,0,20.3,21.4,1009,93.64,122.43,4.4,106,0.8,0
2018,10,3,9,30,0,0,0,0,20.3,21.2,1009,94.8,116.28,4.4,104,0.8,0
2018,10,3,10,0,0,0,0,0,20.4,21.1,1009,95.94,110.01,4.3,103,0.8,0
2018,10,3,10,30,0,0,0,0,20.4,21,1009,96.53,103.68,4.3,103,0.8,0
2018,10,3,11,0,0,0,0,0,20.5,20.8,1009,98.42,97.31,4.3,102,0.8,0
2018,10,3,11,30,5,23,5,0,20.6,21.7,1010,93.24,90.95,4.3,101,1.2,0
2018,10,3,12,0,35,234,58,0,20.8,22.5,1010,90.29,84.48,4.3,99,1.6,0
2018,10,3,12,30,56,446,147,0,20.8,24,1010,82.5,78.28,4.3,100,1.7,0
2018,10,3,13,0,71,584,250,0,20.7,25.5,1010,74.77,72.15,4.3,101,1.7,0
2018,10,3,13,30,81,673,353,0,20.7,26.9,1010,68.86,66.14,4.3,100,1.8,0
2018,10,3,14,0,89,736,453,0,20,28.2,1010,61.15,60.34,4.2,99,1.8,0
2018,10,3,14,30,94,781,544,0,20,29,1010,58.39,54.82,4.2,98,1.8,0
2018,10,3,15,0,98,816,626,0,19.7,29.7,1009,55.04,49.68,4.2,96,1.8,0
2018,10,3,15,30,101,840,694,0,19.7,30.3,1009,53.19,45.07,4.2,95,1.8,0
2018,10,3,16,0,102,859,749,0,19.4,30.8,1009,50.76,41.18,4.2,95,1.8,0
2018,10,3,16,30,104,870,788,0,19.4,31.3,1009,49.34,38.22,4.2,95,1.8,0
2018,10,3,17,0,105,876,810,3,19.2,31.7,1008,47.49,36.44,4.2,96,1.8,14
2018,10,3,17,30,111,866,812,3,19.2,32,1008,46.7,36.01,4.2,97,1.7,0
2018,10,3,18,0,119,849,797,3,19,32.3,1007,45.35,36.98,4.2,97,1.7,0
2018,10,3,18,30,119,839,769,3,19,32.4,1007,45.1,39.24,4.2,99,1.7,0
2018,10,3,19,0,117,824,724,3,18.8,32.6,1006,44.04,42.59,4.2,101,1.6,0
2018,10,3,19,30,112,806,664,3,18.8,32.4,1006,44.54,46.79,4.2,103,1.6,0
2018,10,3,20,0,107,781,592,3,18.6,32.3,1006,44.17,51.62,4.1,105,1.6,0
2018,10,3,20,30,100,745,507,3,18.6,32,1006,44.92,56.93,4.1,105,1.5,0
2018,10,3,21,0,92,697,413,3,18.4,31.6,1006,45.39,62.57,4.1,106,1.5,0
2018,10,3,21,30,82,627,312,3,18.4,31,1006,46.96,68.46,4.1,106,1.4,0
2018,10,3,22,0,67,527,208,3,18.7,30.4,1006,49.8,74.53,4,105,1.2,46
2018,10,3,22,30,50,373,110,0,18.7,29.1,1006,53.64,80.71,4,104,0.9,18
2018,10,3,23,0,22,139,30,0,20.7,27.9,1006,64.84,86.88,4,102,0.7,0
2018,10,3,23,30,0,0,0,0,20.7,27.9,1006,64.84,93.45,4,102,0.7,0
2018,10,4,0,0,0,0,0,0,20.3,26.6,1007,68.2,99.82,3.9,99,0.7,0
2018,10,4,0,30,0,0,0,0,20.3,26.2,1007,69.82,106.19,3.9,100,0.8,0
2018,10,4,1,0,0,0,0,0,19.9,25.7,1007,70.5,112.51,3.8,100,0.8,0
2018,10,4,1,30,0,0,0,0,19.9,25.3,1007,72.19,118.75,3.8,102,0.8,0
2018,10,4,2,0,0,0,0,0,19.7,24.9,1008,72.67,124.87,3.8,104,0.8,0
2018,10,4,2,30,0,0,0,0,19.7,24.5,1008,74.42,130.78,3.7,108,0.9,0
2018,10,4,3,0,0,0,0,0,19.4,24.1,1008,74.83,136.4,3.7,112,0.9,0
2018,10,4,3,30,0,0,0,0,19.4,23.8,1008,76.19,141.58,3.7,117,0.9,0
2018,10,4,4,0,0,0,0,0,19.1,23.4,1008,76.78,146.1,3.7,123,0.9,0
2018,10,4,4,30,0,0,0,0,19.1,23,1008,78.65,149.66,3.6,128,1,0
2018,10,4,5,0,0,0,0,0,18.9,22.7,1008,79.26,151.88,3.6,134,1,0
2018,10,4,5,30,0,0,0,0,18.9,22.3,1008,81.21,152.44,3.6,139,1,0
2018,10,4,6,0,0,0,0,0,18.9,22,1008,82.61,151.23,3.6,144,1,0
2018,10,4,6,30,0,0,0,0,18.9,21.7,1008,84.13,148.45,3.6,148,1,0
2018,10,4,7,0,0,0,0,0,19.1,21.4,1008,86.48,144.49,3.6,153,1,0
2018,10,4,7,30,0,0,0,0,19,21.1,1008,88.08,139.69,3.6,157,0.9,0
2018,10,4,8,0,0,0,0,0,19.2,20.8,1008,90.73,134.33,3.6,161,0.8,0
2018,10,4,8,30,0,0,0,0,19.2,20.7,1008,91.29,128.59,3.6,165,0.7,0
2018,10,4,9,0,0,0,0,0,19.4,20.5,1008,93.52,122.59,3.6,168,0.7,0
2018,10,4,9,30,0,0,0,0,19.4,20.4,1008,94.09,116.42,3.6,171,0.6,0
2018,10,4,10,0,0,0,0,0,19.6,20.4,1009,95.08,110.15,3.6,173,0.6,0
2018,10,4,10,30,0,0,0,0,19.6,20.4,1009,95.08,103.82,3.6,176,0.6,0
2018,10,4,11,0,0,0,0,0,19.7,20.5,1009,95.12,97.45,3.7,179,0.5,0
2018,10,4,11,30,5,24,5,0,19.7,21.2,1009,91.12,91.09,3.7,181,0.5,0
2018,10,4,12,0,35,238,57,0,20,21.8,1010,89.39,84.62,3.7,183,0.4,0
2018,10,4,12,30,57,446,146,0,20,23.3,1010,81.64,78.43,3.7,131,0.3,0
2018,10,4,13,0,72,580,248,0,19.6,24.9,1010,72.61,72.31,3.7,79,0.1,0
2018,10,4,13,30,85,666,352,0,19.6,26.9,1010,64.53,66.32,3.7,61,0.5,0
2018,10,4,14,0,94,725,451,0,18.2,28.9,1010,52.3,60.53,3.7,43,0.9,0
2018,10,4,14,30,98,776,543,0,18.2,29.8,1010,49.66,55.03,3.7,44,1,0
2018,10,4,15,0,100,817,626,0,17.9,30.7,1010,46.47,49.92,3.7,45,1.2,0
2018,10,4,15,30,105,838,694,0,17.9,31.3,1010,44.91,45.34,3.7,46,1.2,0
2018,10,4,16,0,109,853,748,0,17.8,31.8,1009,43.39,41.48,3.7,46,1.2,0
2018,10,4,16,30,112,862,786,0,17.8,32.3,1009,42.19,38.56,3.7,47,1.3,0
2018,10,4,17,0,115,867,809,0,17.8,32.7,1008,41.12,36.81,3.6,49,1.3,0
2018,10,4,17,30,118,864,813,0,17.8,32.8,1008,40.89,36.4,3.6,51,1.3,0
2018,10,4,18,0,121,855,800,0,17.7,32.9,1007,40.43,37.37,3.6,53,1.3,0
2018,10,4,18,30,119,845,770,3,17.7,33,1007,40.2,39.63,3.6,54,1.3,0
2018,10,4,19,0,118,829,725,0,17.7,33.1,1007,39.89,42.96,3.6,55,1.3,0
2018,10,4,19,30,115,808,665,0,17.6,32.9,1006,40.29,47.14,3.6,56,1.3,0
2018,10,4,20,0,111,778,590,0,17.6,32.8,1006,40.39,51.96,3.6,57,1.2,0
2018,10,4,20,30,104,741,505,0,17.6,32.5,1006,41.07,57.24,3.6,56,1.2,0
2018,10,4,21,0,95,690,410,0,17.5,32.1,1006,41.78,62.87,3.6,56,1.2,0
2018,10,4,21,30,84,621,309,0,17.5,31.6,1006,42.98,68.76,3.5,56,1.1,0
2018,10,4,22,0,70,519,206,0,18.2,31.1,1006,46.17,74.81,3.5,56,0.9,0
2018,10,4,22,30,50,364,107,0,18.2,30,1006,49.15,80.98,3.5,60,0.7,0
2018,10,4,23,0,21,127,27,0,19.5,28.9,1006,56.94,87.14,3.5,64,0.6,0
2018,10,4,23,30,0,0,0,0,19.5,28.9,1006,56.94,93.72,3.5,64,0.6,0
2018,10,5,0,0,0,0,0,0,18.7,28.3,1006,56.15,100.09,3.4,76,0.4,0
2018,10,5,0,30,0,0,0,0,18.7,28.1,1006,56.81,106.46,3.4,85,0.3,0
2018,10,5,1,0,0,0,0,0,18.3,27.9,1007,56,112.78,3.3,94,0.2,0
2018,10,5,1,30,0,0,0,0,18.3,27.5,1007,57.32,119.03,3.3,172,0.1,0
2018,10,5,2,0,0,0,0,0,18.2,27.2,1007,57.97,125.16,3.3,251,0.1,0
2018,10,5,2,30,0,0,0,0,18.2,26.7,1007,59.69,131.09,3.3,257,0.2,0
2018,10,5,3,0,0,0,0,0,18.2,26.3,1007,60.96,136.72,3.3,263,0.2,0
2018,10,5,3,30,0,0,0,0,18.2,25.9,1007,62.41,141.92,3.3,265,0.3,0
2018,10,5,4,0,0,0,0,0,18.1,25.5,1007,63.46,146.47,3.3,268,0.3,0
2018,10,5,4,30,0,0,0,0,18.1,25.1,1007,64.98,150.05,3.3,269,0.3,0
2018,10,5,5,0,0,0,0,0,18,24.8,1007,66.12,152.28,3.3,271,0.3,0
2018,10,5,5,30,0,0,0,0,18,24.4,1007,67.71,152.82,3.3,272,0.3,0
2018,10,5,6,0,0,0,0,3,18.1,24.1,1007,68.99,151.57,3.3,273,0.4,0
2018,10,5,6,30,0,0,0,0,18.1,23.7,1007,70.67,148.76,3.3,275,0.4,0
2018,10,5,7,0,0,0,0,3,18,23.4,1007,71.89,144.75,3.3,277,0.4,0
2018,10,5,7,30,0,0,0,3,18,23.1,1007,73.19,139.92,3.3,282,0.4,0
2018,10,5,8,0,0,0,0,3,18.1,22.8,1007,74.82,134.53,3.3,286,0.5,0
2018,10,5,8,30,0,0,0,0,18.1,22.6,1007,75.72,128.76,3.3,291,0.5,0
2018,10,5,9,0,0,0,0,0,18.2,22.3,1007,77.51,122.75,3.3,296,0.5,0
2018,10,5,9,30,0,0,0,0,18.2,22,1007,78.94,116.57,3.3,301,0.6,0
2018,10,5,10,0,0,0,0,0,18.3,21.7,1008,80.99,110.29,3.2,306,0.6,0
2018,10,5,10,30,0,0,0,0,18.3,21.4,1008,82.48,103.95,3.2,310,0.7,0
2018,10,5,11,0,0,0,0,0,18.4,21.1,1008,84.36,97.59,3.2,314,0.7,0
2018,10,5,11,30,6,25,5,0,18.4,21.8,1008,80.84,91.23,3.2,317,0.9,0
2018,10,5,12,0,34,242,56,0,18.8,22.6,1008,79.15,84.76,3.2,321,1.2,0
2018,10,5,12,30,57,450,146,0,18.8,23.9,1008,73.2,78.59,3.2,323,1.3,0
2018,10,5,13,0,72,584,248,0,18.9,25.3,1009,67.55,72.47,3.2,325,1.3,0
2018,10,5,13,30,84,673,352,0,18.9,27.4,1009,59.71,66.5,3.2,331,1.4,0
2018,10,5,14,0,93,735,452,0,18.3,29.5,1009,51,60.73,3.2,338,1.5,0
2018,10,5,14,30,101,777,544,0,18.3,30.5,1008,48.11,55.25,3.2,348,1.4,0
2018,10,5,15,0,109,806,625,0,18,31.5,1008,44.64,50.16,3.2,359,1.3,0
2018,10,5,15,30,114,828,693,0,18,32.1,1008,43.15,45.62,3.2,193,1.3,0
2018,10,5,16,0,118,843,747,0,18,32.8,1007,41.41,41.79,3.2,27,1.3,0
2018,10,5,16,30,120,854,785,0,18,33.2,1007,40.5,38.9,3.2,38,1.4,0
2018,10,5,17,0,122,859,806,0,17.9,33.7,1006,39.17,37.18,3.2,49,1.5,0
2018,10,5,17,30,115,874,815,0,17.9,34,1006,38.53,36.79,3.2,57,1.5,0
2018,10,5,18,0,103,889,806,0,17.7,34.3,1006,37.48,37.76,3.2,66,1.5,0
2018,10,5,18,30,103,880,777,0,17.7,34.4,1006,37.27,40.01,3.2,77,1.4,0
2018,10,5,19,0,101,865,730,3,17.4,34.5,1005,36.35,43.33,3.3,88,1.4,0
2018,10,5,19,30,99,844,669,0,17.4,34.3,1005,36.76,47.49,3.3,98,1.3,0
2018,10,5,20,0,96,815,595,0,17.1,34.2,1005,36.31,52.29,3.3,109,1.3,0
2018,10,5,20,30,92,775,508,0,17.1,33.8,1005,37.13,57.56,3.4,117,1.3,0
2018,10,5,21,0,86,721,411,0,16.9,33.4,1005,37.35,63.18,3.4,124,1.3,0
2018,10,5,21,30,77,648,309,0,16.9,32.7,1005,38.84,69.05,3.4,130,1.2,0
2018,10,5,22,0,65,542,204,0,17.7,32,1005,42.62,75.09,3.4,136,1,0
2018,10,5,22,30,47,380,105,0,17.7,30.6,1005,46.13,81.25,3.4,144,0.9,0
2018,10,5,23,0,20,130,26,0,19.5,29.2,1006,56.02,87.39,3.4,153,0.7,0
2018,10,5,23,30,0,0,0,0,19.5,29.2,1006,56.02,93.98,3.4,153,0.7,0
2018,10,6,0,0,0,0,0,0,19.2,27.9,1006,59.21,100.35,3.4,167,0.8,0
2018,10,6,0,30,0,0,0,0,19.2,27.4,1006,60.95,106.72,3.4,172,0.8,0
2018,10,6,1,0,0,0,0,0,19,26.9,1007,61.96,113.05,3.4,178,0.9,0
2018,10,6,1,30,0,0,0,0,19,26.5,1007,63.43,119.31,3.4,182,0.9,0
2018,10,6,2,0,0,0,0,0,18.8,26,1007,64.66,125.44,3.4,187,0.9,0
2018,10,6,2,30,0,0,0,0,18.8,25.6,1007,66.2,131.39,3.4,190,0.9,0
2018,10,6,3,0,0,0,0,0,18.6,25.2,1007,66.99,137.04,3.4,194,0.9,0
2018,10,6,3,30,0,0,0,0,18.6,24.9,1007,68.19,142.26,3.4,197,0.8,0
2018,10,6,4,0,0,0,0,0,18.5,24.5,1007,69.07,146.83,3.3,199,0.8,0
2018,10,6,4,30,0,0,0,0,18.5,24.2,1007,70.31,150.43,3.3,201,0.8,0
2018,10,6,5,0,0,0,0,0,18.3,23.9,1007,70.96,152.67,3.3,202,0.8,0
2018,10,6,5,30,0,0,0,0,18.3,23.6,1007,72.25,153.2,3.3,203,0.8,0
2018,10,6,6,0,0,0,0,0,18.2,23.3,1007,72.97,151.92,3.3,203,0.8,0
2018,10,6,6,30,0,0,0,0,18.2,23,1007,74.3,149.07,3.3,202,0.8,0
2018,10,6,7,0,0,0,0,0,18.1,22.8,1007,74.68,145.02,3.2,201,0.8,0
2018,10,6,7,30,0,0,0,0,18.1,22.6,1007,75.59,140.15,3.2,198,0.7,0
2018,10,6,8,0,0,0,0,0,18,22.4,1007,76.09,134.72,3.2,195,0.7,0
2018,10,6,8,30,0,0,0,0,18,22.1,1007,77.49,128.94,3.2,190,0.7,0
2018,10,6,9,0,0,0,0,0,17.9,21.8,1007,78.76,122.91,3.2,186,0.6,0
2018,10,6,9,30,0,0,0,0,17.9,21.6,1007,79.73,116.72,3.3,181,0.6,0
2018,10,6,10,0,0,0,0,0,18,21.4,1008,81.19,110.44,3.3,177,0.6,0
2018,10,6,10,30,0,0,0,0,18,21.1,1008,82.7,104.09,3.3,173,0.6,0
2018,10,6,11,0,0,0,0,0,18.2,20.8,1008,84.9,97.73,3.3,169,0.6,0
2018,10,6,11,30,5,26,4,0,18.2,21.4,1008,81.84,91.37,3.3,167,0.8,0
2018,10,6,12,0,32,247,54,0,18.5,22,1008,80.64,84.9,3.4,165,1,0
2018,10,6,12,30,54,459,144,0,18.5,23.4,1009,74.17,78.74,3.4,158,1,0
2018,10,6,13,0,69,596,247,0,18.5,24.8,1009,68.14,72.63,3.4,151,1,0
2018,10,6,13,30,78,686,350,0,18.5,27,1009,59.85,66.67,3.4,127,1.2,0
2018,10,6,14,0,86,749,450,0,17.6,29.3,1009,49.38,60.92,3.4,104,1.4,0
2018,10,6,14,30,93,792,542,0,17.6,30.3,1009,46.63,55.47,3.4,101,1.7,0
2018,10,6,15,0,99,823,623,0,17.4,31.4,1009,43.29,50.41,3.4,99,2,0
2018,10,6,15,30,101,847,691,0,17.4,32,1009,41.85,45.89,3.4,99,2.1,0
2018,10,6,16,0,104,864,745,0,17.3,32.6,1009,40.07,42.1,3.4,98,2.3,0
2018,10,6,16,30,106,875,784,0,17.3,33.1,1009,38.97,39.25,3.3,98,2.3,4
2018,10,6,17,0,108,881,806,0,17,33.5,1008,37.37,37.55,3.3,98,2.4,0
2018,10,6,17,30,110,879,810,0,17,33.8,1008,36.75,37.17,3.3,99,2.5,0
2018,10,6,18,0,111,872,797,0,16.6,34.1,1008,35.29,38.16,3.3,99,2.5,0
2018,10,6,18,30,111,861,767,0,16.6,34.2,1007,35.06,40.4,3.3,100,2.6,0
2018,10,6,19,0,110,845,721,0,16.2,34.3,1007,33.98,43.7,3.3,101,2.6,0
